,road_id,road_name,common_road_name,cway,speed_limit,network_type
592,1130016,Francisco St,Francisco St,S,30km/h,Local Road
595,6100111,Beatty Rd,Beatty Rd,S,110km/h or 50km/h built up areas,Local Road
596,1160004,Eric St,Eric St,S,110km/h or 50km/h built up areas,Local Road
597,1250074,Flinders St,Flinders St,S,60km/h,Local Road
604,1311700,Hodges Dr,Hodges Dr,L,110km/h or 50km/h built up areas,Local Road
606,1310003,Warwick Rd,Warwick Rd,R,70km/h,Local Road
607,2110002,Harvey - Quindanning Rd,Harvey - Quindanning Rd,S,110km/h or 50km/h built up areas,Local Road
612,1011028,Lorrikeet Gr,Lorrikeet Gr,S,110km/h or 50km/h built up areas,Local Road
616,5110150,Three Springs - Morawa Rd,Three Springs - Morawa Rd,S,110km/h or 50km/h built up areas,Local Road
619,1070128,Warnbro Sound Av,Warnbro Sound Av,R,70km/h,Local Road
620,M030,Marble Bar,Marble Bar Rd,S,110km/h or 50km/h built up areas,State Road
621,8140263,Robe Cr,Robe Cr,S,50km/h,Local Road
624,2130083,Pimelea Rd,Pimelea Rd,S,110km/h or 50km/h built up areas,Local Road
625,1103657,The Broadview,The Broadview,S,110km/h or 50km/h built up areas,Local Road
626,1250050,Beaufort St,Beaufort St,R,60km/h,Local Road
628,1030645,Rivers St,Rivers St,S,110km/h or 50km/h built up areas,Local Road
629,1250137,Princess Rd,Princess Rd,S,110km/h or 50km/h built up areas,Local Road
630,1180021,South St,South St,S,40km/h,Local Road
632,8130522,Carr Ct,Carr Ct,S,50km/h,Local Road
633,1100456,Old Yanchep Rd,Old Yanchep Rd,S,90km/h,Local Road
634,8130191,Wambiri St,Wambiri St,S,50km/h,Local Road
637,2120047,Dampier Av,Dampier Av,S,110km/h or 50km/h built up areas,Local Road
641,2120137,Anstruther Rd,Anstruther Rd,S,110km/h or 50km/h built up areas,Local Road
642,H047,Derby Hwy,Loch St,S,50km/h,State Road
646,M027,Brockman,Brockman Hwy,S,100km/h,State Road
649,4150021,Hiscox Rd,Hiscox Rd,S,110km/h or 50km/h built up areas,Local Road
651,1010046,Carradine Rd,Carradine Rd,S,70km/h,Local Road
652,M031,Northam Cranbrook,Northam York Rd,S,110km/h,State Road
654,1100843,Koondoola Av,Koondoola Av,S,110km/h or 50km/h built up areas,Local Road
655,1190398,Selway Rd,Selway Rd,S,110km/h or 50km/h built up areas,Local Road
656,1103941,Ringrose Hts,Ringrose Hts,S,110km/h or 50km/h built up areas,Local Road
657,2120151,Randell St,Randell St,S,110km/h or 50km/h built up areas,Local Road
658,M403,Monaghans Rty,Monaghans Rty,S,70km/h,Local Road
661,1105529,Creative St,Creative St,S,110km/h or 50km/h built up areas,Local Road
663,8120036,Jigalong Rd,Jigalong Rd,S,110km/h or 50km/h built up areas,Local Road
665,H574,Mitchell Fwy (Northbound) off to Erindale Rd,Mitchell Fwy (Northbound) off to Erindale Rd,S,60km/h,State Road
666,H030,Port Beach Rd,Port Beach Rd,L,60km/h,State Road
669,1220021,Vincent St,Vincent St,S,110km/h or 50km/h built up areas,Local Road
672,1130020,Fulham St,Fulham St,S,110km/h or 50km/h built up areas,Local Road
673,1251958,Verbena Cr,Verbena Cr,S,110km/h or 50km/h built up areas,Local Road
676,1040283,Storey Rd,Storey Rd,S,110km/h or 50km/h built up areas,Local Road
678,M001,Albany Lake Grace,Pingrup Lake Grace Rd,S,110km/h,State Road
679,2120369,Teranca Rd,Teranca Rd,S,110km/h or 50km/h built up areas,Local Road
683,1104142,Viridian Dr,Viridian Dr,S,110km/h or 50km/h built up areas,Local Road
685,1190002,Riseley St,Riseley St,L,60km/h,Local Road
687,1311664,Shenton Av,Shenton Av,L,60km/h,Local Road
688,1290170,Bolton Av,Bolton Av,L,110km/h or 50km/h built up areas,Local Road
689,1103973,Everglades Pde,Everglades Pde,S,110km/h or 50km/h built up areas,Local Road
694,1290118,Archer St,Archer St,S,110km/h or 50km/h built up areas,Local Road
696,1250823,Lennard St,Lennard St,S,110km/h or 50km/h built up areas,Local Road
697,1105687,Tarbert Pde,Tarbert Pde,S,110km/h or 50km/h built up areas,Local Road
698,1270047,Rosalie St,Rosalie St,S,110km/h or 50km/h built up areas,Local Road
700,1270032,Coghlan Rd,Coghlan Rd,S,110km/h or 50km/h built up areas,Local Road
705,H034,Tydeman Rd,Tydeman Rd,L,110km/h or 50km/h built up areas,Local Road
706,1290072,Willis St,Willis St,S,110km/h or 50km/h built up areas,Local Road
707,2120139,Allnutt St East,Allnutt St East,R,110km/h or 50km/h built up areas,Local Road
714,803Z010,Acacia Wy,Acacia Wy,S,60km/h,Local Road
717,H004,Brand Hwy,Brand Hwy,S,110km/h,State Road
718,2050346,Fern Rd,Fern Rd,S,110km/h or 50km/h built up areas,Local Road
720,1141013,High Rd,High Rd,L,110km/h or 50km/h built up areas,Local Road
721,1260007,Kent St,Kent St,S,70km/h,Local Road
724,1030706,Port Kembla Dr,Port Kembla Dr,S,110km/h or 50km/h built up areas,Local Road
725,1030001,Carrington St,Carrington St,S,60km/h,Local Road
726,1180013,High St,High St,S,110km/h or 50km/h built up areas,Local Road
731,1010082,Warton Rd,Warton Rd,L,80km/h,Local Road
733,1090698,Alexander Dr,Alexander Dr,S,70km/h,Local Road
736,1120851,Malaga Dr,Malaga Dr,L,60km/h,Local Road
740,1080133,Abernethy Rd,Abernethy Rd,S,60km/h,Local Road
750,1240109,St Georges Tce,St Georges Tce,R,110km/h or 50km/h built up areas,Local Road
752,H038,Thomas Rd,Thomas Rd,S,90km/h,Local Road
758,1180078,Sainsbury Rd,Sainsbury Rd,S,110km/h or 50km/h built up areas,Local Road
759,H572,Roe Hwy (Northbound) off to Maida Vale Rd,Roe Hwy (Northbound) off to Maida Vale Rd,S,60km/h,State Road
764,1300286,Oxford St,Oxford St,S,110km/h or 50km/h built up areas,Local Road
766,1092148,The Promenade,The Promenade,L,110km/h or 50km/h built up areas,Local Road
767,H003,Eyre Hwy,Eyre Hwy,S,110km/h,State Road
768,1100258,High Rd,High Rd,S,60km/h,Local Road
771,1106240,Shorehaven Bvd,Shorehaven Bvd,L,110km/h or 50km/h built up areas,Local Road
773,1010021,Ranford Rd,Ranford Rd,S,110km/h or 50km/h built up areas,Local Road
774,1091831,Energy St,Energy St,S,110km/h or 50km/h built up areas,Local Road
775,1290014,Hill View Tce,Hill View Tce,S,60km/h,Local Road
777,1190680,Murdoch Dr,Murdoch Dr,R,70km/h,Local Road
779,4180006,Ensign St,Ensign St,S,50km/h,Local Road
780,1100475,Neaves Rd,Neaves Rd,S,80km/h,Local Road
781,1280301,Oceanic Dr,Oceanic Dr,L,60km/h,Local Road
782,1300289,Vincent St,Vincent St,S,60km/h,Local Road
784,1090602,Altone Rd,Altone Rd,S,60km/h,Local Road
786,3021029,Parade St,Parade St,S,50km/h,Local Road
787,2110120,Campbell Rd,Campbell Rd,S,110km/h or 50km/h built up areas,Local Road
792,1250095,Raymond St,Raymond St,S,110km/h or 50km/h built up areas,Local Road
793,0010175,Tanami Dr,Tanami Dr,S,110km/h or 50km/h built up areas,Local Road
797,1270008,Onslow Rd,Onslow Rd,S,110km/h or 50km/h built up areas,Local Road
806,1020002,Welshpool Rd East,Welshpool Rd East,S,110km/h or 50km/h built up areas,Local Road
810,1260008,South Perth Esp,South Perth Esp,S,110km/h or 50km/h built up areas,Local Road
811,1190003,North Lake Rd,North Lake Rd,S,110km/h or 50km/h built up areas,Local Road
812,1072055,Norseman App,Norseman App,S,110km/h or 50km/h built up areas,Local Road
815,1150001,Gugeri St,Gugeri St,S,110km/h or 50km/h built up areas,Local Road
816,1140010,Riley Rd,Riley Rd,S,110km/h or 50km/h built up areas,Local Road
817,H560,Mitchell Fwy (Northbound) off to Hutton St,Mitchell Fwy (Northbound) off to Hutton St,S,60km/h,State Road
819,1040506,Yale Rd,Yale Rd,S,60km/h,Local Road
820,1270006,Railway Rd,Railway Rd,S,60km/h,Local Road
821,H549,Canning Hwy on to Kwinana Fwy (Northbound),Canning Hwy on to Kwinana Fwy (Northbound),S,60km/h,State Road
822,1190007,Marmion St,Marmion St,L,110km/h or 50km/h built up areas,Local Road
824,1260154,Richardson St,Richardson St,S,110km/h or 50km/h built up areas,Local Road
832,H688,Kwinana Fwy (Northbound) off to Beeliar Dr,Kwinana Fwy (Northbound) off to Armadale Rd,S,70km/h,State Road
835,1312521,Lakeside Dr,Lakeside Dr,L,110km/h or 50km/h built up areas,Local Road
837,1300281,Walcott St,Walcott St,S,60km/h,Local Road
841,1041514,Caspian Tce,Caspian Tce,S,110km/h or 50km/h built up areas,Local Road
842,1160003,Marine Pde,Marine Pde,S,40km/h,Local Road
843,1250072,Weaponess Rd,Weaponess Rd,S,60km/h,Local Road
845,1160015,Grant St,Grant St,L,110km/h or 50km/h built up areas,Local Road
847,1050001,Medina Av,Medina Av,S,110km/h or 50km/h built up areas,Local Road
848,1120717,Sixth Av,Sixth Av,S,110km/h or 50km/h built up areas,Local Road
854,1040044,Warton Rd,Warton Rd,L,60km/h,Local Road
860,H587,Warwick Rd on to Mitchell Fwy (Northbound),Warwick Rd on to Mitchell Fwy (Northbound),S,70km/h,State Road
861,1090900,Cassowary Dr,Cassowary Dr,S,110km/h or 50km/h built up areas,Local Road
865,1280569,Cambridge St,Cambridge St,S,110km/h or 50km/h built up areas,Local Road
867,1110123,Collier Rd,Collier Rd,S,70km/h,Local Road
868,1020997,Abernethy Rd,Abernethy Rd,S,70km/h,Local Road
870,1240096,Kings Park Rd,Kings Park Rd,L,60km/h,Local Road
871,1240103,Mounts Bay Rd,Mounts Bay Rd,L,60km/h,Local Road
872,H663,Belmont Park & Victoria Park Dr on to Graham Farmer Fwy (Eastbound),Belmont Park & Victoria Park Dr on to Graham Farmer Fwy (Eastbound),S,110km/h or 50km/h built up areas,Local Road
873,3050001,Scotsdale Rd,Scotsdale Rd,S,80km/h,Local Road
875,2040169,Estuary Dr,Estuary Dr,S,70km/h,Local Road
876,1240111,Hay St,Hay St,S,40km/h,Local Road
883,1110021,Wood St,Wood St,S,110km/h or 50km/h built up areas,Local Road
884,1120005,Beechboro Rd North,Beechboro Rd North,L,110km/h or 50km/h built up areas,Local Road
888,1020003,Canning Rd,Canning Rd,S,60km/h,Local Road
890,1300287,Loftus St,Loftus St,S,110km/h or 50km/h built up areas,Local Road
891,1290251,Berwick St,Berwick St,S,60km/h,Local Road
892,1260183,Carey St,Carey St,S,110km/h or 50km/h built up areas,Local Road
895,1190064,Hammad St,Hammad St,S,110km/h or 50km/h built up areas,Local Road
897,1180040,Lefroy Rd,Lefroy Rd,S,110km/h or 50km/h built up areas,Local Road
898,1240031,Newcastle St,Newcastle St,S,110km/h or 50km/h built up areas,Local Road
902,1251011,Hastings St,Hastings St,S,110km/h or 50km/h built up areas,Local Road
904,2120807,Tacoma Loop,Tacoma Loop,S,110km/h or 50km/h built up areas,Local Road
906,2040002,Forrest Av,Forrest Av,S,110km/h or 50km/h built up areas,Local Road
908,1061039,Helena Valley Rd,Helena Valley Rd,S,60km/h,Local Road
911,1040019,Corfield St,Corfield St,L,60km/h,Local Road
912,M064,Moonyoonooka Yuna Rd,Chapman Valley Rd,S,110km/h,State Road
914,0030053,Knowsley St East,Knowsley St East,S,50km/h,Local Road
918,1105391,Celebration Bvd,Celebration Bvd,S,110km/h or 50km/h built up areas,Local Road
919,6040114,Eleven Mile Beach Rd,Eleven Mile Beach Rd,S,60km/h,Local Road
920,6040388,Collier Rd,Collier Rd,S,80km/h,Local Road
926,1300288,Scarborough Beach Rd,Scarborough Beach Rd,R,60km/h,Local Road
927,1180005,Hampton Rd,Hampton Rd,S,110km/h or 50km/h built up areas,Local Road
929,1030953,Beeliar Dr,Beeliar Dr,L,60km/h,Local Road
932,H401,Chester Pass Rty,Chester Pass Rty,S,60km/h,Local Road
937,1050004,Gilmore Av,Gilmore Av,R,70km/h,Local Road
940,6052047,Speculation Rd,Speculation Rd,S,50km/h,Local Road
943,1104582,Ocean Keys Bvd,Ocean Keys Bvd,R,40km/h,Local Road
946,H696,Kwinana Fwy (Northbound) off to Rowley Rd,Kwinana Fwy (Northbound) off to Rowley Rd,S,70km/h,Local Road
947,1030041,Henderson Rd,Henderson Rd,S,70km/h,Local Road
949,1311287,Whitfords Av,Whitfords Av,R,70km/h,Local Road
950,H694,Kwinana Fwy (Southbound) off to Rowley Rd,Kwinana Fwy (Southbound) off to Rowley Rd,S,70km/h,Local Road
953,1180079,Forrest St,Forrest St,S,110km/h or 50km/h built up areas,Local Road
954,1312151,Connolly Dr,Connolly Dr,L,110km/h or 50km/h built up areas,Local Road
956,1310017,Raleigh Rd,Raleigh Rd,S,110km/h or 50km/h built up areas,Local Road
958,1040891,Stalker Rd,Stalker Rd,S,110km/h or 50km/h built up areas,Local Road
960,1250091,Royal St,Royal St,S,60km/h,Local Road
964,1104836,Dalecross Av,Dalecross Av,S,110km/h or 50km/h built up areas,Local Road
970,1071007,Port Kennedy Dr,Port Kennedy Dr,R,110km/h or 50km/h built up areas,Local Road
972,H293,Malaga Dr on to Reid Hwy (Eastbound),Malaga Dr on to Reid Hwy (Eastbound),S,70km/h,State Road
975,H072,Beeliar Dr,Beeliar Dr,L,70km/h,State Road
976,H601,Mitchell Fwy (Northbound) off to Whitfords Av,Mitchell Fwy (Northbound) off to Whitfords Av,S,70km/h,State Road
983,1050214,Anketell Rd,Anketell Rd,S,80km/h,Local Road
985,1010376,Commerce Av,Commerce Av,S,40km/h,Local Road
986,1311900,Hepburn Av,Hepburn Av,L,110km/h or 50km/h built up areas,Local Road
989,1100250,Pinjar Rd,Pinjar Rd,L,70km/h,Local Road
990,2120373,Wanjeep St,Wanjeep St,S,60km/h,Local Road
998,1290101,Armagh St,Armagh St,S,110km/h or 50km/h built up areas,Local Road
999,1071409,Tryall Av,Tryall Av,S,110km/h or 50km/h built up areas,Local Road
1004,1251984,Boyare Av,Boyare Av,S,110km/h or 50km/h built up areas,Local Road
1010,1090662,Malaga Dr,Malaga Dr,L,110km/h or 50km/h built up areas,Local Road
1011,1100225,Landsdale Rd,Landsdale Rd,S,110km/h or 50km/h built up areas,Local Road
1017,1260051,Collins St,Collins St,S,110km/h or 50km/h built up areas,Local Road
1024,M011,Shark Bay,Shark Bay Rd,S,110km/h,State Road
1028,1040263,Campbell Rd,Campbell Rd,S,110km/h or 50km/h built up areas,Local Road
1030,1120012,Wellington Rd,Wellington Rd,S,60km/h,Local Road
1036,3021269,Albany Hwy,Albany Hwy,L,60km/h,Local Road
1037,H737,Roe Hwy (Westbound) off to Nicholson Rd,Roe Hwy (Westbound) off to Nicholson Rd,S,70km/h,State Road
1039,1101900,Hepburn Av,Hepburn Av,L,110km/h or 50km/h built up areas,Local Road
1040,1091114,Morrison Rd,Morrison Rd,L,110km/h or 50km/h built up areas,Local Road
1046,1090346,Oakover Rd,Oakover Rd,S,70km/h,Local Road
1049,2050208,Peel Tce,Peel Tce,S,110km/h or 50km/h built up areas,Local Road
1053,8060041,Welch St,Welch St,S,50km/h,Local Road
1060,6040119,The Esplanade,The Esplanade,S,50km/h,Local Road
1064,1120038,Maurice St,Maurice St,S,110km/h or 50km/h built up areas,Local Road
1068,3180121,Cuiss Rd,Cuiss Rd,S,110km/h or 50km/h built up areas,Local Road
1071,1030012,Hammond Rd,Hammond Rd,S,60km/h,Local Road
1072,1311334,Kingsley Dr,Kingsley Dr,S,110km/h or 50km/h built up areas,Local Road
1076,3020034,Eden Rd,Eden Rd,S,70km/h,Local Road
1077,6051000,Maritana St,Maritana St,L,50km/h,Local Road
1080,1140924,South St,South St,R,70km/h,Local Road
1082,1180007,South Tce,South Tce,S,40km/h,Local Road
1090,2040031,Koombana Dr,Koombana Dr,S,70km/h,Local Road
1091,3160004,Trigwell Bridge Rd,Trigwell Bridge Rd,S,110km/h or 50km/h built up areas,Local Road
1100,2120397,Gordon Rd,Gordon Rd,S,60km/h,Local Road
1108,1240118,King St,King St,S,40km/h,Local Road
1110,1250106,Huntriss Rd,Huntriss Rd,S,60km/h,Local Road
1112,1250631,Marloo Rd,Marloo Rd,S,110km/h or 50km/h built up areas,Local Road
1114,1130160,Bulong Av,Bulong Av,S,110km/h or 50km/h built up areas,Local Road
1115,1030582,Moorhen Dr,Moorhen Dr,S,110km/h or 50km/h built up areas,Local Road
1117,H033,Toodyay Rd,Toodyay Rd,S,100km/h,State Road
1118,2010377,Gnarawary Rd,Gnarawary Rd,S,110km/h or 50km/h built up areas,Local Road
1121,1120007,Collier Rd,Collier Rd,L,60km/h,Local Road
1125,3020265,Bayonet Head Rd,Bayonet Head Rd,S,60km/h,Local Road
1131,2040356,Sandridge Rd,Sandridge Rd,L,110km/h or 50km/h built up areas,Local Road
1136,1180059,Garling St Sthn Cway,Garling St Sthn Cway,S,110km/h or 50km/h built up areas,Local Road
1137,1120001,Garratt Rd,Garratt Rd,S,60km/h,Local Road
1140,1220001,Railway Rd,Railway Rd,S,60km/h,Local Road
1144,H684,Kwinana Fwy (Northbound) off to Berrigan Dr,Kwinana Fwy (Northbound) off to Berrigan Dr,S,70km/h,State Road
1146,2010046,Bessell Rd,Bessell Rd,S,110km/h or 50km/h built up areas,Local Road
1147,5040127,Sandy Cape Rd,Sandy Cape Rd,S,110km/h or 50km/h built up areas,Local Road
1150,1290135,Hubert St,Hubert St,S,110km/h or 50km/h built up areas,Local Road
1153,2120903,Sticks Bvd,Sticks Bvd,R,110km/h or 50km/h built up areas,Local Road
1156,M024,Muir,Muir Hwy,S,110km/h,State Road
1157,3110110,Fitzgerald Rd,Fitzgerald Rd,S,110km/h or 50km/h built up areas,Local Road
1159,2150533,Del Park Rd,Del Park Rd,S,90km/h,Local Road
1161,1120014,Benara Rd,Benara Rd,L,70km/h,Local Road
1162,1101665,Joondalup Dr,Joondalup Dr,R,70km/h,Local Road
1166,5051030,Woorree L,Woorree L,S,60km/h,Local Road
1168,1150068,Riley Rd,Riley Rd,S,110km/h or 50km/h built up areas,Local Road
1169,1180008,Adelaide St,Adelaide St,S,40km/h,Local Road
1171,2120044,Service Rd,Service Rd,S,110km/h or 50km/h built up areas,Local Road
1178,1190524,Absolon St,Absolon St,S,110km/h or 50km/h built up areas,Local Road
1179,1071580,Chalgrove Av,Chalgrove Av,L,110km/h or 50km/h built up areas,Local Road
1180,1071069,Endeavour Dr,Endeavour Dr,S,110km/h or 50km/h built up areas,Local Road
1183,2150040,Bedingfeld Rd,Bedingfeld Rd,S,110km/h or 50km/h built up areas,Local Road
1186,1130012,Wright St,Wright St,S,110km/h or 50km/h built up areas,Local Road
1187,1105094,Crivelli Pwy,Crivelli Pwy,S,110km/h or 50km/h built up areas,Local Road
1195,113Z001,Horrie Miller Dr (Federal),Horrie Miller Dr (Federal),S,60km/h,Local Road
1203,1160007,Broome St,Broome St,S,110km/h or 50km/h built up areas,Local Road
1205,1130021,Keane St,Keane St,S,110km/h or 50km/h built up areas,Local Road
1206,1290182,Cornwall St,Cornwall St,S,110km/h or 50km/h built up areas,Local Road
1208,2050047,Tom Cullity Dr,Tom Cullity Dr,S,110km/h or 50km/h built up areas,Local Road
1211,1091438,Bellefin Dr,Bellefin Dr,S,60km/h,Local Road
1213,2050001,Queen Elizabeth Av,Queen Elizabeth Av,S,80km/h,Local Road
1214,1190012,Preston Point Rd,Preston Point Rd,S,110km/h or 50km/h built up areas,Local Road
1217,2030007,Jayes Rd,Jayes Rd,S,110km/h or 50km/h built up areas,Local Road
1220,1300017,London St,London St,S,60km/h,Local Road
1223,6070087,Great Central Rd,Great Central Rd,S,110km/h or 50km/h built up areas,Local Road
1226,2050201,Queen St,Queen St,S,110km/h or 50km/h built up areas,Local Road
1230,1240039,The Esplanade,The Esplanade,S,40km/h,Local Road
1234,1092189,Westgrove Dr,Westgrove Dr,S,110km/h or 50km/h built up areas,Local Road
1236,1180011,Market St,Market St,S,40km/h,Local Road
1239,2120111,Merlin St,Merlin St,S,110km/h or 50km/h built up areas,Local Road
1241,1260003,Mill Point Rd,Mill Point Rd,S,110km/h or 50km/h built up areas,Local Road
1242,1040005,Mills Rd West,Mills Rd West,S,110km/h or 50km/h built up areas,Local Road
1248,1290053,Gascoyne St,Gascoyne St,S,110km/h or 50km/h built up areas,Local Road
1250,1300108,Florence St,Florence St,S,30km/h,Local Road
1252,2120566,Peelwood Pde,Peelwood Pde,S,110km/h or 50km/h built up areas,Local Road
1255,1240126,Bishops Row,Bishops Row,S,110km/h or 50km/h built up areas,Local Road
1256,1050304,Pace Svc Rd A,Pace Svc Rd A,S,110km/h or 50km/h built up areas,Local Road
1259,6040024,Coolinup Rd,Coolinup Rd,S,110km/h or 50km/h built up areas,Local Road
1260,1091371,Figtree Pl,Figtree Pl,S,110km/h or 50km/h built up areas,Local Road
1261,1090835,Starflower Rd,Starflower Rd,S,70km/h,Local Road
1266,1310155,Erindale Rd,Erindale Rd,L,110km/h or 50km/h built up areas,Local Road
1267,1300115,Carr St,Carr St,S,40km/h,Local Road
1274,1071119,Secret Harbour Bvd,Secret Harbour Bvd,L,110km/h or 50km/h built up areas,Local Road
1280,1102151,Connolly Dr,Connolly Dr,L,70km/h,Local Road
1283,1020542,Jacobina Wy,Jacobina Wy,S,110km/h or 50km/h built up areas,Local Road
1286,3021001,York St,York St,L,50km/h,Local Road
1288,1120732,Falkirk Av,Falkirk Av,S,110km/h or 50km/h built up areas,Local Road
1291,1040050,Stafford Rd,Stafford Rd,S,110km/h or 50km/h built up areas,Local Road
1292,1270010,Heytesbury Rd,Heytesbury Rd,S,110km/h or 50km/h built up areas,Local Road
1294,1290229,Lion St,Lion St,S,110km/h or 50km/h built up areas,Local Road
1295,1120272,Haddrill St,Haddrill St,S,110km/h or 50km/h built up areas,Local Road
1303,1180023,Beach St,Beach St,S,110km/h or 50km/h built up areas,Local Road
1304,1041828,Daleford Wy,Daleford Wy,S,110km/h or 50km/h built up areas,Local Road
1314,1091972,Coolamon Bvd,Coolamon Bvd,L,110km/h or 50km/h built up areas,Local Road
1316,6040118,Dempster St,Dempster St,R,50km/h,Local Road
